,Original Model,Augmented Model,Indicators Model,Original Reduced Model,Augmented Reduced Model,Indicators Reduced Model
0,0.07921107892116089,0.07567865826235358,0.02624251183915477,0.07755986312373911,0.07909638204311337,0.0009229126839426161
1,0.07965780345823799,0.07288083887120213,0.026709963018407393,0.07909847156723172,0.07973898935321327,0.00033885005959655677
2,0.08023420065861502,0.07228180120818084,0.026543015767262142,0.08027145735561492,0.07950145779520379,0.0001798609924983032
3,0.08082988317261867,0.0746028028547155,0.028018704389727297,0.07998908448385349,0.08006445763539495,0.0009879722617560792
4,0.08014261451449674,0.07387215078278284,0.02605803827567765,0.07785470266339524,0.07916669832877256,-0.0002818340972062411
